$$Product2.StockKeepingUnit$ProductSellingModel.Name,IsDefault,Product2.Name,ProductSellingModel.$$Name$SellingModelType,ProrationPolicy.Name
QB-SUPP-1000;Term Annual,true,Silver Hardware Maintenance,Term Annual;TermDefined,Default Proration Policy
QB-TRN-FUND;One-Time,true,QuantumBit Fundamentals Training,One-Time;OneTime,
QB-CMPC-5887;One-Time,true,C13 to C14 Power Cable 3',One-Time;OneTime,
QB-TRN-ESSNTLS;One-Time,true,QuantumBit Essentials Training,One-Time;OneTime,
QB-API-FLEX;Term Annual,true,Additional API Flex (100M),Term Annual;TermDefined,Default Proration Policy
QB-API-GOVT;Term Annual,true,Additional API Gov,Term Annual;TermDefined,Default Proration Policy
QB-API-PREP;Term Annual,true,Additional API Pre-Prod,Term Annual;TermDefined,Default Proration Policy
QB-API-PROD;Term Annual,true,Additional API Prod,Term Annual;TermDefined,Default Proration Policy
QB-AUT-CRED;Term Annual,true,Additional Automation QB Credits,Term Annual;TermDefined,Default Proration Policy
QB-DAT-GRPH;Term Annual,true,Additional QB DataGraph (500M),Term Annual;TermDefined,Default Proration Policy
QB-API-REQT;Term Annual,true,API Access Requests (AEH),Term Annual;TermDefined,Default Proration Policy
QB-FLO-STRT;Term Annual,true,Additional Flows - QB Starter,Term Annual;TermDefined,Default Proration Policy
QB-MSG-STRT;Term Annual,true,Additional Messages - QB Starter,Term Annual;TermDefined,Default Proration Policy
QB-DAT-THPT;Term Annual,true,Additional Data Throughput (TB),Term Annual;TermDefined,Default Proration Policy
QB-API-MGMT;Term Annual,true,QB API Management Solution,Term Annual;TermDefined,Default Proration Policy
QB-BDL-STND;One-Time,true,QuantumBit Starter,One-Time;OneTime,
QB-SUPP-1005;Term Annual,true,Gold Hardware Maintenance,Term Annual;TermDefined,Default Proration Policy
QB-API;Term Annual,true,Additional API,Term Annual;TermDefined,Default Proration Policy
QB-COMPLETE;Term Annual,true,QuantumBit Complete Solution,Term Annual;TermDefined,Default Proration Policy
QB-API;Term Monthly,false,Additional API,Term Monthly;TermDefined,Default Proration Policy
QB-API;Evergreen Monthly,false,Additional API,Evergreen Monthly;Evergreen,Default Proration Policy
QB-MEM 16GB;One-Time,true,16GB RDIMM,One-Time;OneTime,
QB-HD 4TB;One-Time,true,4TB 7.2k RPM NLSAS,One-Time;OneTime,
QB-HD 8TB;One-Time,true,8TB 7.2k RPM NLSAS,One-Time;OneTime,
QB-HD 8TBSE;One-Time,true,8TB 7.2k RPM Self-Encrypting NLSAS,One-Time;OneTime,
QB-BDL-SRVC;One-Time,true,QuantumBit Services Project,One-Time;OneTime,
QB-SRV-MEE;One-Time,true,Module Extension Engineer,One-Time;OneTime,
QB-SRV-PD;One-Time,true,Program Director,One-Time;OneTime,
QB-INTEL E5-2660;One-Time,true,Intel Xeon E5-2660 v4 2.0GHz,One-Time;OneTime,
QB-SRV-QAE;One-Time,true,Quality Assurance Engineer,One-Time;OneTime,
QB-NET X710;One-Time,true,Intel X710 Dual Port 10Gb Direct Attach,One-Time;OneTime,
QB-SRV-IMP;One-Time,true,Implementation Engineer,One-Time;OneTime,
QB-INTEL E5-2683;One-Time,true,Intel Xeon E5-2683 v4 2.1GHz,One-Time;OneTime,
QB-SRV-DNE;One-Time,true,Data Normalization Expert,One-Time;OneTime,
QB-INTEL E5-2609;One-Time,true,Intel Xeon E5-2609 v4 1.7GHz,One-Time;OneTime,
QB-BDL-R750;One-Time,true,PowerSwerve R750 Rack Server,One-Time;OneTime,
QB-MEM 8GB;One-Time,true,8GB RDIMM,One-Time;OneTime,
QB-MEM 32GB;One-Time,true,32GB RDIMM,One-Time;OneTime,
QB-HD 1TB;One-Time,true,1TB 7.2k RPM NLSAS,One-Time;OneTime,
QB-BET X710SFP;One-Time,true,Intel X710 Dual Port 10Gb SFP,One-Time;OneTime,
QB-SRV-ISE;One-Time,true,Integration Specialist Engineer,One-Time;OneTime,
QB-SRV-SAT;One-Time,true,Solutions Architect,One-Time;OneTime,
QB-CMPC-5882;One-Time,true,Configured Power Cable,One-Time;OneTime,
TEST-SUB;Evergreen Monthly,false,Subscription,Evergreen Monthly;Evergreen,Default Proration Policy
QB-SRV-OG-PSH;One-Time,true,Professional Services Daily Rate,One-Time;OneTime,
QB-SRV-SOW;One-Time,true,Professional Services Scope of Work,One-Time;OneTime,
